th   par   nrr   aver
0.188  0.989  0.865667  0.927333
0.189  0.989  0.867333  0.928167
0.19  0.989  0.868333  0.928667
0.191  0.989  0.869333  0.929167
0.192  0.989  0.871667  0.930333
0.193  0.989  0.874667  0.931833
0.194  0.989  0.876333  0.932667
0.195  0.989  0.877333  0.933167
0.196  0.989  0.880333  0.934667
0.197  0.989  0.881333  0.935167
0.198  0.988667  0.883  0.935833
0.199  0.988333  0.884  0.936167
0.2  0.988  0.884667  0.936333
0.201  0.987667  0.885  0.936333
0.202  0.987667  0.887  0.937333
0.203  0.987333  0.887667  0.9375
0.204  0.987333  0.889  0.938167
0.205  0.987  0.889667  0.938333
0.206  0.986667  0.891333  0.939
0.207  0.986333  0.892  0.939167
0.208  0.986  0.895  0.9405
0.209  0.985667  0.896  0.940833
0.21  0.985667  0.898  0.941833
0.211  0.985333  0.899667  0.9425
0.212  0.985333  0.901  0.943167
0.213  0.985333  0.901333  0.943333
0.214  0.985333  0.902  0.943667
0.215  0.984667  0.903333  0.944
0.216  0.984  0.906  0.945
0.217  0.983667  0.906333  0.945
0.218  0.983667  0.906667  0.945167
0.219  0.983333  0.907667  0.9455
0.22  0.983333  0.908333  0.945833
0.221  0.983  0.909  0.946
0.222  0.983  0.909333  0.946167
0.223  0.983  0.910333  0.946667
0.224  0.983  0.912  0.9475
0.225  0.983  0.912333  0.947667
0.226  0.982667  0.913  0.947833
0.227  0.982667  0.915333  0.949
0.228  0.982667  0.915333  0.949
0.229  0.982333  0.915667  0.949
0.23  0.982  0.917  0.9495
0.231  0.982  0.918  0.95
0.232  0.981333  0.919333  0.950333
0.233  0.981333  0.920667  0.951
0.234  0.981333  0.921667  0.9515
0.235  0.981333  0.922333  0.951833
0.236  0.981  0.923667  0.952333
0.237  0.981  0.925667  0.953333
0.238  0.981  0.927  0.954
0.239  0.981  0.927667  0.954333
0.24  0.980667  0.928667  0.954667
0.241  0.980667  0.929667  0.955167
0.242  0.980667  0.929667  0.955167
0.243  0.98  0.930333  0.955167
0.244  0.98  0.930667  0.955333
0.245  0.98  0.932  0.956
0.246  0.98  0.932667  0.956333
0.247  0.979667  0.933667  0.956667
0.248  0.979667  0.935333  0.9575
0.249  0.979667  0.936  0.957833
0.25  0.979333  0.937  0.958167
0.251  0.979  0.938  0.9585
0.252  0.979  0.938333  0.958667
0.253  0.979  0.939333  0.959167
0.254  0.979  0.94  0.9595
0.255  0.979  0.940667  0.959833
0.256  0.979  0.942  0.9605
0.257  0.979  0.942333  0.960667
0.258  0.978667  0.942333  0.9605
0.259  0.978667  0.942333  0.9605
0.26  0.978667  0.944  0.961333
0.261  0.978333  0.944333  0.961333
0.262  0.978333  0.944333  0.961333
0.263  0.978333  0.945  0.961667
0.264  0.978333  0.945667  0.962
0.265  0.978  0.946667  0.962333
0.266  0.977667  0.947333  0.9625
0.267  0.976333  0.948667  0.9625
0.268  0.976333  0.949  0.962667
0.269  0.976  0.949333  0.962667
0.27  0.976  0.95  0.963
0.271  0.976  0.950333  0.963167
0.272  0.975667  0.950667  0.963167
0.273  0.975667  0.951333  0.9635
0.274  0.974667  0.951333  0.963
0.275  0.974667  0.951333  0.963
0.276  0.974667  0.951667  0.963167
0.277  0.974  0.952333  0.963167
0.278  0.973333  0.953333  0.963333
0.279  0.973333  0.953667  0.9635
0.28  0.973333  0.953667  0.9635
0.281  0.973333  0.953667  0.9635
0.282  0.972667  0.953667  0.963167
0.283  0.972  0.953667  0.962833
0.284  0.972  0.955  0.9635
0.285  0.971667  0.956  0.963833
0.286  0.971  0.956333  0.963667
0.287  0.971  0.956333  0.963667
0.288  0.970667  0.956667  0.963667
0.289  0.970667  0.957  0.963833
0.29  0.970667  0.958333  0.9645
0.291  0.969667  0.959  0.964333
0.292  0.969667  0.96  0.964833
0.293  0.969333  0.96  0.964667
0.294  0.969333  0.96  0.964667
0.295  0.969333  0.961667  0.9655
0.296  0.969333  0.962333  0.965833
0.297  0.969  0.962667  0.965833
0.298  0.968667  0.963  0.965833
0.299  0.968667  0.964  0.966333
0.3  0.968667  0.964667  0.966667
0.301  0.968667  0.965333  0.967
0.302  0.968667  0.965333  0.967
0.303  0.968667  0.966  0.967333
0.304  0.968  0.966333  0.967167
0.305  0.967667  0.966333  0.967
0.306  0.967333  0.967  0.967167
0.307  0.967  0.968333  0.967667
0.308  0.966667  0.968333  0.9675
0.309  0.966333  0.968333  0.967333
0.31  0.965667  0.968667  0.967167
0.311  0.965333  0.969  0.967167
0.312  0.964333  0.969333  0.966833
0.313  0.964  0.97  0.967
0.314  0.963667  0.97  0.966833
0.315  0.963333  0.97  0.966667
0.316  0.962667  0.97  0.966333
0.317  0.962667  0.97  0.966333
0.318  0.962667  0.970333  0.9665
0.319  0.961667  0.971  0.966333
0.32  0.961333  0.971667  0.9665
0.321  0.960333  0.972333  0.966333
0.322  0.96  0.972667  0.966333
0.323  0.959333  0.973  0.966167
0.324  0.958333  0.973333  0.965833
0.325  0.958333  0.973667  0.966
0.326  0.958333  0.974  0.966167
0.327  0.957667  0.974667  0.966167
0.328  0.957  0.975  0.966
0.329  0.956667  0.975667  0.966167
0.33  0.956333  0.976  0.966167
0.331  0.955667  0.976333  0.966
0.332  0.955333  0.976667  0.966
0.333  0.955333  0.977667  0.9665
0.334  0.955  0.978  0.9665
0.335  0.954667  0.978333  0.9665
0.336  0.954667  0.978667  0.966667
0.337  0.954333  0.978667  0.9665
0.338  0.953333  0.978667  0.966
0.339  0.953  0.979  0.966
0.34  0.952667  0.979667  0.966167
0.341  0.952333  0.980333  0.966333
0.342  0.952333  0.980333  0.966333
0.343  0.951333  0.981  0.966167
0.344  0.951  0.981  0.966
0.345  0.950667  0.981  0.965833
0.346  0.95  0.981  0.9655
0.347  0.949667  0.981667  0.965667
0.348  0.948667  0.981667  0.965167
0.349  0.948333  0.981667  0.965
0.35  0.948333  0.982  0.965167
0.351  0.948333  0.982667  0.9655
0.352  0.948  0.982667  0.965333
0.353  0.948  0.983  0.9655
0.354  0.948  0.983  0.9655
0.355  0.947  0.983667  0.965333
0.356  0.947  0.984667  0.965833
0.357  0.946333  0.985  0.965667
0.358  0.945667  0.985  0.965333
0.359  0.945  0.985  0.965
0.36  0.945  0.986  0.9655
0.361  0.944667  0.986333  0.9655
0.362  0.943  0.986333  0.964667
0.363  0.942  0.987  0.9645
0.364  0.941  0.987  0.964
0.365  0.939333  0.987  0.963167
0.366  0.938667  0.987  0.962833
0.367  0.938  0.987333  0.962667
0.368  0.937667  0.987333  0.9625
0.369  0.937667  0.987667  0.962667
0.37  0.937  0.988333  0.962667
0.371  0.936333  0.989  0.962667
0.372  0.936333  0.989  0.962667
0.373  0.935667  0.989333  0.9625
0.374  0.935  0.989333  0.962167
0.375  0.933667  0.989667  0.961667
0.376  0.933333  0.989667  0.9615
0.377  0.932333  0.989667  0.961
0.378  0.932  0.989667  0.960833
0.379  0.932  0.989667  0.960833
0.38  0.930667  0.99  0.960333
0.381  0.93  0.99  0.96
0.382  0.929667  0.99  0.959833
0.383  0.929  0.99  0.9595
0.384  0.928333  0.990667  0.9595
0.385  0.927  0.990667  0.958833
0.386  0.926  0.991333  0.958667
0.387  0.925333  0.991333  0.958333
0.388  0.925  0.991667  0.958333
0.389  0.924333  0.991667  0.958
0.39  0.923333  0.991667  0.9575
0.391  0.923333  0.992  0.957667
0.392  0.922333  0.992  0.957167
0.393  0.921  0.992667  0.956833
0.394  0.921  0.992667  0.956833
0.395  0.92  0.992667  0.956333
0.396  0.918667  0.992667  0.955667
0.397  0.917667  0.992667  0.955167
0.398  0.917333  0.992667  0.955
0.399  0.916333  0.992667  0.9545
0.4  0.914333  0.992667  0.9535
0.401  0.914333  0.992667  0.9535
0.402  0.913667  0.992667  0.953167
0.403  0.913333  0.992667  0.953
0.404  0.912333  0.992667  0.9525
0.405  0.911667  0.992667  0.952167
0.406  0.911  0.993  0.952
0.407  0.91  0.993  0.9515
0.408  0.908  0.993667  0.950833
0.409  0.907  0.993667  0.950333
0.41  0.905667  0.993667  0.949667
0.411  0.905  0.994  0.9495
0.412  0.903667  0.994  0.948833
0.413  0.903667  0.994  0.948833
0.414  0.902667  0.994  0.948333
0.415  0.902333  0.994  0.948167
0.416  0.901667  0.994333  0.948
0.417  0.901  0.994333  0.947667
0.418  0.9  0.994333  0.947167
0.419  0.899333  0.994333  0.946833
0.42  0.898  0.994333  0.946167
0.421  0.897667  0.994333  0.946
0.422  0.896667  0.994333  0.9455
0.423  0.896  0.994667  0.945333
0.424  0.895333  0.995333  0.945333
0.425  0.894333  0.995333  0.944833
0.426  0.893333  0.995333  0.944333
0.427  0.892333  0.995667  0.944
0.428  0.891333  0.995667  0.9435
0.429  0.889  0.995667  0.942333
0.43  0.887  0.995667  0.941333
0.431  0.886333  0.995667  0.941
0.432  0.885667  0.995667  0.940667
0.433  0.884667  0.995667  0.940167
0.434  0.884  0.995667  0.939833
0.435  0.883333  0.996  0.939667
0.436  0.882  0.996333  0.939167
0.437  0.881  0.996333  0.938667
0.438  0.879667  0.996333  0.938
0.439  0.879  0.996333  0.937667
0.44  0.878333  0.996333  0.937333
0.441  0.878  0.996667  0.937333
0.442  0.876667  0.996667  0.936667
0.443  0.874333  0.996667  0.9355
0.444  0.872667  0.997  0.934833
0.445  0.871667  0.997333  0.9345
0.446  0.869667  0.997333  0.9335
0.447  0.868333  0.997333  0.932833
0.448  0.866333  0.997333  0.931833
0.449  0.866  0.997333  0.931667
0.45  0.865333  0.997333  0.931333
0.451  0.862667  0.997333  0.93
0.452  0.862  0.997333  0.929667
0.453  0.860667  0.997333  0.929
0.454  0.86  0.997333  0.928667
0.455  0.858  0.997333  0.927667
0.456  0.857  0.997333  0.927167
0.457  0.856  0.998  0.927
0.458  0.855333  0.998  0.926667
0.459  0.853333  0.998  0.925667
0.46  0.852333  0.998  0.925167
0.461  0.851667  0.998  0.924833
0.462  0.849333  0.998  0.923667
0.463  0.846  0.998  0.922
0.464  0.845  0.998  0.9215
0.465  0.844  0.998333  0.921167
0.466  0.841667  0.998333  0.92
0.467  0.840333  0.998667  0.9195
0.468  0.839667  0.998667  0.919167
0.469  0.839  0.998667  0.918833
0.47  0.838  0.998667  0.918333
0.471  0.836333  0.998667  0.9175
0.472  0.833667  0.998667  0.916167
0.473  0.833  0.998667  0.915833
0.474  0.832333  0.998667  0.9155
0.475  0.830667  0.998667  0.914667
0.476  0.829  0.998667  0.913833
0.477  0.826333  0.998667  0.9125
0.478  0.824  0.998667  0.911333
0.479  0.823333  0.998667  0.911
0.48  0.822333  0.998667  0.9105
0.481  0.821333  0.998667  0.91
0.482  0.818667  0.998667  0.908667
0.483  0.818  0.998667  0.908333
0.484  0.815  0.998667  0.906833
0.485  0.813667  0.998667  0.906167
0.486  0.811667  0.998667  0.905167
0.487  0.810667  0.999  0.904833
0.488  0.809667  0.999  0.904333
0.489  0.809333  0.999  0.904167
0.49  0.808  0.999  0.9035
0.491  0.806667  0.999  0.902833
0.492  0.805333  0.999  0.902167
0.493  0.804  0.999  0.9015
0.494  0.803333  0.999  0.901167
0.495  0.800333  0.999  0.899667
0.496  0.798667  0.999  0.898833
0.497  0.797333  0.999  0.898167
0.498  0.797  0.999  0.898
0.499  0.795333  0.999  0.897167
0.5  0.795333  0.999  0.897167
0.501  0.794  0.999  0.8965
0.502  0.792667  0.999  0.895833
0.503  0.79  0.999  0.8945
0.504  0.788  0.999  0.8935
0.505  0.785667  0.999  0.892333
0.506  0.784  0.999  0.8915
0.507  0.783  0.999  0.891
0.508  0.780667  0.999  0.889833
0.509  0.78  0.999  0.8895
0.51  0.777667  0.999  0.888333
0.511  0.774333  0.999  0.886667
0.512  0.773  0.999  0.886
0.513  0.770333  0.999  0.884667
0.514  0.769667  0.999  0.884333
0.515  0.768  0.999  0.8835
0.516  0.766667  0.999  0.882833
0.517  0.765  0.999  0.882
0.518  0.762667  0.999  0.880833
0.519  0.76  0.999  0.8795
0.52  0.759  0.999333  0.879167
0.521  0.756  0.999333  0.877667
0.522  0.755  0.999333  0.877167
0.523  0.753333  0.999333  0.876333
0.524  0.751333  0.999333  0.875333
0.525  0.750667  0.999333  0.875
0.526  0.749  0.999333  0.874167
0.527  0.748667  0.999333  0.874
0.528  0.746667  0.999333  0.873
0.529  0.744667  0.999333  0.872
0.53  0.742  0.999667  0.870833
0.531  0.740333  0.999667  0.87
0.532  0.739333  0.999667  0.8695
0.533  0.737  0.999667  0.868333
0.534  0.734333  0.999667  0.867
0.535  0.733  0.999667  0.866333
0.536  0.731333  0.999667  0.8655
0.537  0.729  0.999667  0.864333
0.538  0.726667  0.999667  0.863167
0.539  0.725333  0.999667  0.8625
0.54  0.723  0.999667  0.861333
0.541  0.721333  0.999667  0.8605
0.542  0.718333  0.999667  0.859
0.543  0.717  0.999667  0.858333
0.544  0.715  0.999667  0.857333
0.545  0.712667  0.999667  0.856167
0.546  0.711  0.999667  0.855333
0.547  0.709667  0.999667  0.854667
0.548  0.706667  0.999667  0.853167
0.549  0.703667  0.999667  0.851667
0.55  0.702  0.999667  0.850833
0.551  0.699333  0.999667  0.8495
0.552  0.697333  0.999667  0.8485
0.553  0.695333  0.999667  0.8475
0.554  0.691333  0.999667  0.8455
0.555  0.689667  0.999667  0.844667
0.556  0.687667  0.999667  0.843667
0.557  0.684  0.999667  0.841833
0.558  0.683  0.999667  0.841333
0.559  0.681333  0.999667  0.8405
0.56  0.679  0.999667  0.839333
0.561  0.676333  0.999667  0.838
0.562  0.674667  0.999667  0.837167
0.563  0.674333  0.999667  0.837
0.564  0.673333  0.999667  0.8365
0.565  0.670667  0.999667  0.835167
0.566  0.668667  0.999667  0.834167
0.567  0.666333  0.999667  0.833
0.568  0.664667  0.999667  0.832167
0.569  0.662333  0.999667  0.831
0.57  0.659  0.999667  0.829333
0.571  0.655333  0.999667  0.8275
0.572  0.650667  0.999667  0.825167
0.573  0.646  0.999667  0.822833
0.574  0.642  0.999667  0.820833
0.575  0.639  0.999667  0.819333
0.576  0.637667  0.999667  0.818667
0.577  0.635  0.999667  0.817333
0.578  0.632  0.999667  0.815833
0.579  0.628667  0.999667  0.814167
0.58  0.626  0.999667  0.812833
0.581  0.624333  0.999667  0.812
0.582  0.622  0.999667  0.810833
0.583  0.619333  0.999667  0.8095
0.584  0.616  0.999667  0.807833
0.585  0.613667  0.999667  0.806667
0.586  0.611667  0.999667  0.805667
0.587  0.609333  0.999667  0.8045
0.588  0.607667  0.999667  0.803667
0.589  0.604667  0.999667  0.802167
0.59  0.602  0.999667  0.800833
0.591  0.598333  0.999667  0.799
0.592  0.596  0.999667  0.797833
0.593  0.594333  0.999667  0.797
0.594  0.593  0.999667  0.796333
0.595  0.591  0.999667  0.795333
0.596  0.587  0.999667  0.793333
0.597  0.585  0.999667  0.792333
0.598  0.581  0.999667  0.790333
0.599  0.578667  0.999667  0.789167
0.6  0.575  0.999667  0.787333
0.601  0.572333  0.999667  0.786
0.602  0.568667  0.999667  0.784167
0.603  0.565667  0.999667  0.782667
0.604  0.563667  0.999667  0.781667
0.605  0.559667  0.999667  0.779667
0.606  0.557333  0.999667  0.7785
0.607  0.554  0.999667  0.776833
0.608  0.550333  0.999667  0.775
0.609  0.547333  0.999667  0.7735
0.61  0.543667  0.999667  0.771667
0.611  0.539667  0.999667  0.769667
0.612  0.537333  0.999667  0.7685
0.613  0.536667  0.999667  0.768167
0.614  0.533333  0.999667  0.7665
0.615  0.53  0.999667  0.764833
0.616  0.526333  0.999667  0.763
0.617  0.522667  0.999667  0.761167
0.618  0.519333  0.999667  0.7595
0.619  0.517667  1  0.758833
0.62  0.512667  1  0.756333
0.621  0.509  1  0.7545
0.622  0.504  1  0.752
0.623  0.501333  1  0.750667
0.624  0.498667  1  0.749333
0.625  0.494667  1  0.747333
0.626  0.493333  1  0.746667
0.627  0.488667  1  0.744333
0.628  0.487333  1  0.743667
0.629  0.483667  1  0.741833
0.63  0.479667  1  0.739833
0.631  0.477  1  0.7385
0.632  0.474  1  0.737
0.633  0.472667  1  0.736333
0.634  0.471333  1  0.735667
0.635  0.467333  1  0.733667
0.636  0.463667  1  0.731833
0.637  0.460333  1  0.730167
0.638  0.457  1  0.7285
0.639  0.454333  1  0.727167
0.64  0.453  1  0.7265
0.641  0.449667  1  0.724833
0.642  0.446667  1  0.723333
0.643  0.443667  1  0.721833
0.644  0.44  1  0.72
0.645  0.438333  1  0.719167
0.646  0.434667  1  0.717333
0.647  0.430667  1  0.715333
0.648  0.428  1  0.714
0.649  0.425667  1  0.712833
0.65  0.422333  1  0.711167
0.651  0.419333  1  0.709667
0.652  0.416333  1  0.708167
0.653  0.415667  1  0.707833
0.654  0.413  1  0.7065
0.655  0.410333  1  0.705167
0.656  0.405667  1  0.702833
0.657  0.402333  1  0.701167
0.658  0.4  1  0.7
0.659  0.396333  1  0.698167
0.66  0.392333  1  0.696167
0.661  0.388  1  0.694
0.662  0.384333  1  0.692167
0.663  0.381667  1  0.690833
0.664  0.378  1  0.689
0.665  0.374  1  0.687
0.666  0.370333  1  0.685167
0.667  0.367333  1  0.683667
0.668  0.365667  1  0.682833
0.669  0.362667  1  0.681333
0.67  0.359667  1  0.679833
0.671  0.356667  1  0.678333
0.672  0.353333  1  0.676667
0.673  0.351  1  0.6755
0.674  0.349  1  0.6745
0.675  0.347333  1  0.673667
0.676  0.344333  1  0.672167
0.677  0.341667  1  0.670833
0.678  0.339  1  0.6695
0.679  0.335667  1  0.667833
0.68  0.333667  1  0.666833
0.681  0.330667  1  0.665333
0.682  0.327667  1  0.663833
0.683  0.325333  1  0.662667
0.684  0.322333  1  0.661167
0.685  0.320333  1  0.660167
0.686  0.317667  1  0.658833
0.687  0.313667  1  0.656833
0.688  0.31  1  0.655
0.689  0.307667  1  0.653833
0.69  0.306333  1  0.653167
0.691  0.304  1  0.652
0.692  0.300333  1  0.650167
0.693  0.296333  1  0.648167
0.694  0.293333  1  0.646667
0.695  0.290667  1  0.645333
0.696  0.289667  1  0.644833
0.697  0.286333  1  0.643167
0.698  0.284667  1  0.642333
0.699  0.282667  1  0.641333
0.7  0.281333  1  0.640667
0.701  0.279333  1  0.639667
0.702  0.276667  1  0.638333
0.703  0.275667  1  0.637833
0.704  0.273333  1  0.636667
0.705  0.268667  1  0.634333
0.706  0.266667  1  0.633333
0.707  0.262333  1  0.631167
0.708  0.259  1  0.6295
0.709  0.256333  1  0.628167
0.71  0.253  1  0.6265
0.711  0.250333  1  0.625167
0.712  0.248  1  0.624
0.713  0.244667  1  0.622333
0.714  0.241333  1  0.620667
0.715  0.238333  1  0.619167
0.716  0.236  1  0.618
0.717  0.234333  1  0.617167
0.718  0.232333  1  0.616167
0.719  0.23  1  0.615
0.72  0.227667  1  0.613833
0.721  0.225667  1  0.612833
0.722  0.224667  1  0.612333
0.723  0.222667  1  0.611333
0.724  0.220667  1  0.610333
0.725  0.218333  1  0.609167
0.726  0.215667  1  0.607833
0.727  0.213667  1  0.606833
0.728  0.211667  1  0.605833
0.729  0.210333  1  0.605167
0.73  0.208333  1  0.604167
0.731  0.205667  1  0.602833
0.732  0.201333  1  0.600667
0.733  0.199333  1  0.599667
0.734  0.197333  1  0.598667
0.735  0.194667  1  0.597333
0.736  0.192  1  0.596
0.737  0.19  1  0.595
0.738  0.187  1  0.5935
0.739  0.183  1  0.5915
0.74  0.181  1  0.5905
0.741  0.178667  1  0.589333
0.742  0.176667  1  0.588333
0.743  0.174333  1  0.587167
0.744  0.170667  1  0.585333
0.745  0.168333  1  0.584167
0.746  0.166  1  0.583
0.747  0.164667  1  0.582333
0.748  0.162  1  0.581
0.749  0.159  1  0.5795
0.75  0.157  1  0.5785
0.751  0.153667  1  0.576833
0.752  0.152667  1  0.576333
0.753  0.15  1  0.575
0.754  0.149333  1  0.574667
0.755  0.147333  1  0.573667
0.756  0.146667  1  0.573333
0.757  0.144667  1  0.572333
0.758  0.143333  1  0.571667
0.759  0.141667  1  0.570833
0.76  0.14  1  0.57
0.761  0.138333  1  0.569167
0.762  0.135333  1  0.567667
0.763  0.133667  1  0.566833
0.764  0.132  1  0.566
0.765  0.130667  1  0.565333
0.766  0.129  1  0.5645
0.767  0.126667  1  0.563333
0.768  0.125  1  0.5625
0.769  0.123333  1  0.561667
0.77  0.121667  1  0.560833
0.771  0.12  1  0.56
0.772  0.118  1  0.559
0.773  0.116667  1  0.558333
0.774  0.115  1  0.5575
0.775  0.114333  1  0.557167
0.776  0.113667  1  0.556833
0.777  0.111333  1  0.555667
0.778  0.109667  1  0.554833
0.779  0.109333  1  0.554667
0.78  0.107333  1  0.553667
0.781  0.105  1  0.5525
0.782  0.103667  1  0.551833
0.783  0.102667  1  0.551333
0.784  0.101333  1  0.550667
0.785  0.0986667  1  0.549333
0.786  0.097  1  0.5485
0.787  0.0943333  1  0.547167
0.788  0.0936667  1  0.546833
0.789  0.0923333  1  0.546167
0.79  0.0906667  1  0.545333
0.791  0.0903333  1  0.545167
