th   par   nrr   aver
0.789  0.0873333  1  0.543667
0.79  0.0863333  1  0.543167
0.791  0.0856667  1  0.542833
0.792  0.0843333  1  0.542167
0.793  0.082  1  0.541
0.794  0.08  1  0.54
0.795  0.079  1  0.5395
0.796  0.078  1  0.539
0.797  0.0776667  1  0.538833
0.798  0.0753333  1  0.537667
0.799  0.074  1  0.537
0.8  0.0723333  1  0.536167
0.801  0.0713333  1  0.535667
0.802  0.0706667  1  0.535333
0.803  0.07  1  0.535
0.804  0.0693333  1  0.534667
0.805  0.068  1  0.534
0.806  0.0663333  1  0.533167
0.807  0.0653333  1  0.532667
0.808  0.065  1  0.5325
0.809  0.0633333  1  0.531667
0.81  0.0606667  1  0.530333
0.811  0.0596667  1  0.529833
0.812  0.059  1  0.5295
0.813  0.0573333  1  0.528667
0.814  0.056  1  0.528
0.815  0.0543333  1  0.527167
0.816  0.0533333  1  0.526667
0.817  0.053  1  0.5265
0.818  0.052  1  0.526
0.819  0.0516667  1  0.525833
0.82  0.0506667  1  0.525333
0.821  0.05  1  0.525
0.822  0.049  1  0.5245
0.823  0.0483333  1  0.524167
0.824  0.0476667  1  0.523833
0.825  0.047  1  0.5235
0.826  0.046  1  0.523
0.827  0.0436667  1  0.521833
0.828  0.0436667  1  0.521833
0.829  0.0433333  1  0.521667
0.83  0.0426667  1  0.521333
0.831  0.042  1  0.521
0.832  0.0403333  1  0.520167
0.833  0.0393333  1  0.519667
0.834  0.037  1  0.5185
0.835  0.0363333  1  0.518167
0.836  0.035  1  0.5175
0.837  0.0346667  1  0.517333
0.838  0.033  1  0.5165
0.839  0.0323333  1  0.516167
0.84  0.032  1  0.516
0.841  0.031  1  0.5155
0.842  0.0303333  1  0.515167
0.843  0.03  1  0.515
0.844  0.0286667  1  0.514333
0.845  0.0276667  1  0.513833
0.846  0.0256667  1  0.512833
0.847  0.0246667  1  0.512333
0.848  0.0246667  1  0.512333
0.849  0.024  1  0.512
0.85  0.024  1  0.512
0.851  0.024  1  0.512
0.852  0.0236667  1  0.511833
0.853  0.0226667  1  0.511333
0.854  0.0226667  1  0.511333
0.855  0.0216667  1  0.510833
0.856  0.021  1  0.5105
0.857  0.021  1  0.5105
0.858  0.0203333  1  0.510167
0.859  0.02  1  0.51
0.86  0.0186667  1  0.509333
0.861  0.0173333  1  0.508667
0.862  0.017  1  0.5085
0.863  0.017  1  0.5085
0.864  0.0166667  1  0.508333
0.865  0.0163333  1  0.508167
0.866  0.0156667  1  0.507833
0.867  0.0153333  1  0.507667
0.868  0.015  1  0.5075
0.869  0.0143333  1  0.507167
0.87  0.0143333  1  0.507167
0.871  0.0143333  1  0.507167
0.872  0.014  1  0.507
0.873  0.0133333  1  0.506667
0.874  0.013  1  0.5065
0.875  0.013  1  0.5065
0.876  0.0126667  1  0.506333
0.877  0.012  1  0.506
0.878  0.012  1  0.506
0.879  0.0116667  1  0.505833
0.88  0.011  1  0.5055
0.881  0.0103333  1  0.505167
0.882  0.00966667  1  0.504833
0.883  0.00966667  1  0.504833
0.884  0.00933333  1  0.504667
0.885  0.00866667  1  0.504333
0.886  0.00866667  1  0.504333
0.887  0.00866667  1  0.504333
0.888  0.00833333  1  0.504167
0.889  0.00833333  1  0.504167
0.89  0.00833333  1  0.504167
0.891  0.008  1  0.504
0.892  0.00766667  1  0.503833
0.893  0.00733333  1  0.503667
0.894  0.00733333  1  0.503667
0.895  0.00733333  1  0.503667
0.896  0.00733333  1  0.503667
0.897  0.007  1  0.5035
0.898  0.007  1  0.5035
0.899  0.00633333  1  0.503167
0.9  0.00633333  1  0.503167
0.901  0.00566667  1  0.502833
0.902  0.00566667  1  0.502833
0.903  0.00533333  1  0.502667
0.904  0.005  1  0.5025
0.905  0.00433333  1  0.502167
0.906  0.00433333  1  0.502167
0.907  0.00433333  1  0.502167
0.908  0.00433333  1  0.502167
0.909  0.00433333  1  0.502167
0.91  0.00433333  1  0.502167
0.911  0.00433333  1  0.502167
0.912  0.00366667  1  0.501833
0.913  0.00366667  1  0.501833
0.914  0.00366667  1  0.501833
0.915  0.00366667  1  0.501833
0.916  0.003  1  0.5015
0.917  0.003  1  0.5015
0.918  0.003  1  0.5015
0.919  0.003  1  0.5015
0.92  0.00266667  1  0.501333
0.921  0.00266667  1  0.501333
0.922  0.00266667  1  0.501333
0.923  0.00266667  1  0.501333
0.924  0.00266667  1  0.501333
0.925  0.00266667  1  0.501333
0.926  0.00266667  1  0.501333
0.927  0.00266667  1  0.501333
0.928  0.00166667  1  0.500833
0.929  0.00166667  1  0.500833
0.93  0.00166667  1  0.500833
0.931  0.00166667  1  0.500833
0.932  0.00166667  1  0.500833
0.933  0.00166667  1  0.500833
0.934  0.00166667  1  0.500833
0.935  0.00166667  1  0.500833
0.936  0.00166667  1  0.500833
0.937  0.00166667  1  0.500833
0.938  0.00133333  1  0.500667
0.939  0.001  1  0.5005
0.94  0.001  1  0.5005
0.941  0.000666667  1  0.500333
0.942  0.000666667  1  0.500333
0.943  0.000666667  1  0.500333
0.944  0.000666667  1  0.500333
0.945  0.000666667  1  0.500333
0.946  0.000666667  1  0.500333
0.947  0.000666667  1  0.500333
0.948  0.000666667  1  0.500333
0.949  0.000666667  1  0.500333
0.95  0.000666667  1  0.500333
0.951  0.000666667  1  0.500333
0.952  0.000666667  1  0.500333
0.953  0.000666667  1  0.500333
0.954  0.000666667  1  0.500333
0.955  0.000666667  1  0.500333
0.956  0.000666667  1  0.500333
0.957  0.000666667  1  0.500333
0.958  0.000666667  1  0.500333
0.959  0.000666667  1  0.500333
0.96  0.000666667  1  0.500333
0.961  0.000666667  1  0.500333
0.962  0.000666667  1  0.500333
0.963  0.000666667  1  0.500333
0.964  0.000333333  1  0.500167
0.965  0.000333333  1  0.500167
0.966  0.000333333  1  0.500167
0.967  0.000333333  1  0.500167
0.968  0.000333333  1  0.500167
0.969  0.000333333  1  0.500167
0.97  0.000333333  1  0.500167
0.971  0.000333333  1  0.500167
0.972  0.000333333  1  0.500167
0.973  0.000333333  1  0.500167
0.974  0.000333333  1  0.500167
0.975  0.000333333  1  0.500167
0.976  0  1  0.5
0.977  0  1  0.5
0.978  0  1  0.5
0.979  0  1  0.5
0.98  0  1  0.5
0.981  0  1  0.5
0.982  0  1  0.5
0.983  0  1  0.5
0.984  0  1  0.5
0.985  0  1  0.5
0.986  0  1  0.5
0.987  0  1  0.5
0.988  0  1  0.5
0.989  0  1  0.5
0.99  0  1  0.5
0.991  0  1  0.5
0.992  0  1  0.5
0.993  0  1  0.5
0.994  0  1  0.5
0.995  0  1  0.5
0.996  0  1  0.5
0.997  0  1  0.5
0.998  0  1  0.5
0.999  0  1  0.5
