th   par   nrr   aver
0.083  0.994667  0.576333  0.7855
0.084  0.994667  0.578333  0.7865
0.085  0.994667  0.579667  0.787167
0.086  0.994667  0.583  0.788833
0.087  0.994333  0.584667  0.7895
0.088  0.994  0.588667  0.791333
0.089  0.994  0.591667  0.792833
0.09  0.994  0.593667  0.793833
0.091  0.994  0.598333  0.796167
0.092  0.994  0.601667  0.797833
0.093  0.994  0.603667  0.798833
0.094  0.994  0.604333  0.799167
0.095  0.994  0.606  0.8
0.096  0.994  0.609  0.8015
0.097  0.994  0.614  0.804
0.098  0.994  0.616333  0.805167
0.099  0.994  0.62  0.807
0.1  0.994  0.623  0.8085
0.101  0.994  0.625333  0.809667
0.102  0.994  0.628667  0.811333
0.103  0.994  0.632  0.813
0.104  0.994  0.634333  0.814167
0.105  0.994  0.637333  0.815667
0.106  0.994  0.64  0.817
0.107  0.994  0.643333  0.818667
0.108  0.994  0.646  0.82
0.109  0.994  0.648667  0.821333
0.11  0.994  0.651667  0.822833
0.111  0.994  0.654333  0.824167
0.112  0.994  0.655667  0.824833
0.113  0.994  0.658  0.826
0.114  0.994  0.661  0.8275
0.115  0.994  0.664667  0.829333
0.116  0.993667  0.668  0.830833
0.117  0.993667  0.669333  0.8315
0.118  0.993667  0.670667  0.832167
0.119  0.993667  0.674667  0.834167
0.12  0.993333  0.677  0.835167
0.121  0.993333  0.680667  0.837
0.122  0.993333  0.682667  0.838
0.123  0.993333  0.684667  0.839
0.124  0.993333  0.686  0.839667
0.125  0.993333  0.688  0.840667
0.126  0.993333  0.691333  0.842333
0.127  0.993333  0.694  0.843667
0.128  0.993333  0.697333  0.845333
0.129  0.993333  0.699333  0.846333
0.13  0.993333  0.701  0.847167
0.131  0.993333  0.703333  0.848333
0.132  0.993333  0.706  0.849667
0.133  0.993  0.709  0.851
0.134  0.993  0.71  0.8515
0.135  0.993  0.713  0.853
0.136  0.992667  0.716333  0.8545
0.137  0.992667  0.718667  0.855667
0.138  0.992667  0.721  0.856833
0.139  0.992667  0.722  0.857333
0.14  0.992667  0.725333  0.859
0.141  0.992667  0.727333  0.86
0.142  0.992667  0.729667  0.861167
0.143  0.992667  0.732333  0.8625
0.144  0.992667  0.734333  0.8635
0.145  0.992667  0.735  0.863833
0.146  0.992333  0.738  0.865167
0.147  0.992333  0.740333  0.866333
0.148  0.992333  0.743667  0.868
0.149  0.992333  0.745667  0.869
0.15  0.992333  0.748667  0.8705
0.151  0.992333  0.752333  0.872333
0.152  0.992  0.755  0.8735
0.153  0.991667  0.757667  0.874667
0.154  0.991667  0.759333  0.8755
0.155  0.991667  0.760667  0.876167
0.156  0.991667  0.762333  0.877
0.157  0.991667  0.764  0.877833
0.158  0.991667  0.768  0.879833
0.159  0.991667  0.770667  0.881167
0.16  0.991667  0.771333  0.8815
0.161  0.991667  0.772  0.881833
0.162  0.991667  0.774667  0.883167
0.163  0.991333  0.775333  0.883333
0.164  0.991333  0.778  0.884667
0.165  0.991  0.778667  0.884833
0.166  0.990667  0.782  0.886333
0.167  0.990667  0.784  0.887333
0.168  0.990333  0.786333  0.888333
0.169  0.99  0.787333  0.888667
0.17  0.99  0.789  0.8895
0.171  0.989667  0.790333  0.89
0.172  0.989667  0.791333  0.8905
0.173  0.989667  0.793667  0.891667
0.174  0.989333  0.795  0.892167
0.175  0.989333  0.798667  0.894
0.176  0.989333  0.802667  0.896
0.177  0.989333  0.806  0.897667
0.178  0.989333  0.808667  0.899
0.179  0.989333  0.811  0.900167
0.18  0.989333  0.813667  0.9015
0.181  0.989  0.814667  0.901833
0.182  0.988667  0.818  0.903333
0.183  0.988667  0.82  0.904333
0.184  0.988667  0.821333  0.905
0.185  0.988333  0.823333  0.905833
0.186  0.988333  0.824667  0.9065
0.187  0.988333  0.826667  0.9075
0.188  0.988333  0.827667  0.908
0.189  0.988333  0.831  0.909667
0.19  0.988333  0.832  0.910167
0.191  0.988333  0.833  0.910667
0.192  0.988333  0.834667  0.9115
0.193  0.988333  0.836667  0.9125
0.194  0.988  0.838333  0.913167
0.195  0.988  0.841333  0.914667
0.196  0.988  0.843333  0.915667
0.197  0.988  0.845  0.9165
0.198  0.987667  0.846  0.916833
0.199  0.987667  0.85  0.918833
0.2  0.987333  0.851667  0.9195
0.201  0.987333  0.855667  0.9215
0.202  0.986667  0.856667  0.921667
0.203  0.986667  0.858  0.922333
0.204  0.986667  0.86  0.923333
0.205  0.986667  0.862  0.924333
0.206  0.986667  0.863  0.924833
0.207  0.986667  0.864  0.925333
0.208  0.986667  0.865667  0.926167
0.209  0.986667  0.867333  0.927
0.21  0.986667  0.867667  0.927167
0.211  0.986667  0.869667  0.928167
0.212  0.986667  0.873333  0.93
0.213  0.986667  0.874  0.930333
0.214  0.986667  0.874  0.930333
0.215  0.986667  0.875333  0.931
0.216  0.986  0.876667  0.931333
0.217  0.985333  0.877333  0.931333
0.218  0.985  0.878667  0.931833
0.219  0.985  0.879  0.932
0.22  0.984667  0.881667  0.933167
0.221  0.984667  0.883  0.933833
0.222  0.984  0.884667  0.934333
0.223  0.984  0.885667  0.934833
0.224  0.984  0.886333  0.935167
0.225  0.983667  0.886667  0.935167
0.226  0.983  0.888667  0.935833
0.227  0.982333  0.89  0.936167
0.228  0.982  0.891  0.9365
0.229  0.982  0.892333  0.937167
0.23  0.982  0.892667  0.937333
0.231  0.981333  0.894  0.937667
0.232  0.981  0.895667  0.938333
0.233  0.981  0.896667  0.938833
0.234  0.981  0.898  0.9395
0.235  0.981  0.898667  0.939833
0.236  0.980667  0.9  0.940333
0.237  0.980667  0.902  0.941333
0.238  0.980333  0.903333  0.941833
0.239  0.980333  0.906333  0.943333
0.24  0.980333  0.907333  0.943833
0.241  0.979667  0.907333  0.9435
0.242  0.979333  0.908  0.943667
0.243  0.979333  0.908  0.943667
0.244  0.979  0.909333  0.944167
0.245  0.979  0.911  0.945
0.246  0.979  0.912  0.9455
0.247  0.979  0.913  0.946
0.248  0.979  0.913  0.946
0.249  0.979  0.913  0.946
0.25  0.978667  0.914  0.946333
0.251  0.978333  0.915333  0.946833
0.252  0.977667  0.916  0.946833
0.253  0.977667  0.917333  0.9475
0.254  0.977667  0.917667  0.947667
0.255  0.977667  0.918333  0.948
0.256  0.977667  0.919667  0.948667
0.257  0.977667  0.922  0.949833
0.258  0.977667  0.922  0.949833
0.259  0.977333  0.922333  0.949833
0.26  0.977333  0.923  0.950167
0.261  0.977  0.924333  0.950667
0.262  0.976667  0.925667  0.951167
0.263  0.976667  0.926667  0.951667
0.264  0.976333  0.927667  0.952
0.265  0.975667  0.928333  0.952
0.266  0.975667  0.928667  0.952167
0.267  0.975667  0.929333  0.9525
0.268  0.975667  0.930667  0.953167
0.269  0.975  0.931  0.953
0.27  0.975  0.933  0.954
0.271  0.975  0.934  0.9545
0.272  0.974333  0.935  0.954667
0.273  0.974333  0.936  0.955167
0.274  0.974333  0.936667  0.9555
0.275  0.974  0.937333  0.955667
0.276  0.973333  0.937667  0.9555
0.277  0.973333  0.938333  0.955833
0.278  0.972667  0.939  0.955833
0.279  0.972333  0.939667  0.956
0.28  0.972333  0.941333  0.956833
0.281  0.972333  0.941667  0.957
0.282  0.972333  0.942333  0.957333
0.283  0.972333  0.942667  0.9575
0.284  0.972  0.943  0.9575
0.285  0.971333  0.943667  0.9575
0.286  0.971333  0.944333  0.957833
0.287  0.970667  0.945667  0.958167
0.288  0.970667  0.945667  0.958167
0.289  0.970333  0.947  0.958667
0.29  0.970333  0.947  0.958667
0.291  0.970333  0.947333  0.958833
0.292  0.97  0.948667  0.959333
0.293  0.97  0.949667  0.959833
0.294  0.969667  0.95  0.959833
0.295  0.969333  0.950667  0.96
0.296  0.969333  0.951  0.960167
0.297  0.967667  0.952333  0.96
0.298  0.967667  0.952667  0.960167
0.299  0.967  0.953333  0.960167
0.3  0.966667  0.954  0.960333
0.301  0.966667  0.955333  0.961
0.302  0.966333  0.955667  0.961
0.303  0.966  0.956  0.961
0.304  0.965667  0.956667  0.961167
0.305  0.965333  0.956667  0.961
0.306  0.965333  0.958333  0.961833
0.307  0.965  0.96  0.9625
0.308  0.964667  0.960667  0.962667
0.309  0.964667  0.960667  0.962667
0.31  0.964333  0.961  0.962667
0.311  0.964  0.962  0.963
0.312  0.963667  0.962333  0.963
0.313  0.963333  0.962333  0.962833
0.314  0.963  0.962667  0.962833
0.315  0.962333  0.963667  0.963
0.316  0.961333  0.964667  0.963
0.317  0.961  0.965  0.963
0.318  0.960667  0.965333  0.963
0.319  0.96  0.965667  0.962833
0.32  0.959667  0.966333  0.963
0.321  0.959  0.966333  0.962667
0.322  0.958333  0.966333  0.962333
0.323  0.958  0.966333  0.962167
0.324  0.958  0.966333  0.962167
0.325  0.958  0.967333  0.962667
0.326  0.957333  0.967667  0.9625
0.327  0.957  0.967667  0.962333
0.328  0.956667  0.968  0.962333
0.329  0.956667  0.969  0.962833
0.33  0.956333  0.970333  0.963333
0.331  0.956  0.971  0.9635
0.332  0.956  0.971333  0.963667
0.333  0.956  0.971667  0.963833
0.334  0.956  0.971667  0.963833
0.335  0.955  0.973  0.964
0.336  0.953667  0.973667  0.963667
0.337  0.953333  0.974  0.963667
0.338  0.953333  0.974  0.963667
0.339  0.952667  0.974333  0.9635
0.34  0.952667  0.975  0.963833
0.341  0.952667  0.975667  0.964167
0.342  0.952  0.976  0.964
0.343  0.950333  0.976667  0.9635
0.344  0.949667  0.977333  0.9635
0.345  0.949333  0.977333  0.963333
0.346  0.949333  0.977333  0.963333
0.347  0.949  0.977667  0.963333
0.348  0.948333  0.977667  0.963
0.349  0.948333  0.977667  0.963
0.35  0.948  0.978333  0.963167
0.351  0.948  0.978667  0.963333
0.352  0.947667  0.979333  0.9635
0.353  0.947667  0.979333  0.9635
0.354  0.947  0.980333  0.963667
0.355  0.946333  0.980667  0.9635
0.356  0.945667  0.981  0.963333
0.357  0.944  0.981667  0.962833
0.358  0.944  0.982  0.963
0.359  0.943  0.982333  0.962667
0.36  0.942333  0.982333  0.962333
0.361  0.941667  0.982667  0.962167
0.362  0.940667  0.983  0.961833
0.363  0.94  0.983  0.9615
0.364  0.94  0.983333  0.961667
0.365  0.939667  0.983667  0.961667
0.366  0.939333  0.984  0.961667
0.367  0.939333  0.984333  0.961833
0.368  0.938333  0.984333  0.961333
0.369  0.938  0.984667  0.961333
0.37  0.937333  0.985  0.961167
0.371  0.936667  0.985  0.960833
0.372  0.936667  0.985  0.960833
0.373  0.935333  0.985  0.960167
0.374  0.934667  0.985333  0.96
0.375  0.934333  0.985333  0.959833
0.376  0.933667  0.985667  0.959667
0.377  0.932667  0.986333  0.9595
0.378  0.932  0.986333  0.959167
0.379  0.931333  0.986333  0.958833
0.38  0.931  0.986333  0.958667
0.381  0.930333  0.986333  0.958333
0.382  0.929333  0.986333  0.957833
0.383  0.928333  0.986333  0.957333
0.384  0.928  0.986333  0.957167
0.385  0.926333  0.986333  0.956333
0.386  0.925667  0.986667  0.956167
0.387  0.925  0.987333  0.956167
0.388  0.923667  0.987667  0.955667
0.389  0.923333  0.988  0.955667
0.39  0.923  0.988333  0.955667
0.391  0.921667  0.988667  0.955167
0.392  0.921  0.988667  0.954833
0.393  0.92  0.989667  0.954833
0.394  0.919333  0.989667  0.9545
0.395  0.918667  0.989667  0.954167
0.396  0.917333  0.99  0.953667
0.397  0.915667  0.99  0.952833
0.398  0.914333  0.990333  0.952333
0.399  0.913667  0.990333  0.952
0.4  0.912667  0.990333  0.9515
0.401  0.912  0.990667  0.951333
0.402  0.912  0.991  0.9515
0.403  0.911  0.991  0.951
0.404  0.909667  0.991  0.950333
0.405  0.908667  0.992  0.950333
0.406  0.907667  0.992  0.949833
0.407  0.906667  0.992667  0.949667
0.408  0.905333  0.992667  0.949
0.409  0.904333  0.993333  0.948833
0.41  0.904  0.993333  0.948667
0.411  0.903667  0.994667  0.949167
0.412  0.903  0.994667  0.948833
0.413  0.903  0.994667  0.948833
0.414  0.901333  0.995  0.948167
0.415  0.901  0.995  0.948
0.416  0.899667  0.995333  0.9475
0.417  0.897333  0.995333  0.946333
0.418  0.896333  0.995333  0.945833
0.419  0.896333  0.995333  0.945833
0.42  0.895667  0.995333  0.9455
0.421  0.894  0.995333  0.944667
0.422  0.893  0.995667  0.944333
0.423  0.892667  0.996  0.944333
0.424  0.892  0.996  0.944
0.425  0.891333  0.996  0.943667
0.426  0.891  0.996  0.9435
0.427  0.890667  0.996  0.943333
0.428  0.889  0.996  0.9425
0.429  0.888333  0.996  0.942167
0.43  0.887333  0.996333  0.941833
0.431  0.886  0.996333  0.941167
0.432  0.885667  0.996333  0.941
0.433  0.885  0.996333  0.940667
0.434  0.884667  0.996333  0.9405
0.435  0.883  0.996333  0.939667
0.436  0.882  0.996333  0.939167
0.437  0.881  0.996667  0.938833
0.438  0.880667  0.996667  0.938667
0.439  0.879  0.996667  0.937833
0.44  0.877  0.996667  0.936833
0.441  0.874667  0.996667  0.935667
0.442  0.874  0.996667  0.935333
0.443  0.873333  0.996667  0.935
0.444  0.871  0.997  0.934
0.445  0.870333  0.997  0.933667
0.446  0.870333  0.997  0.933667
0.447  0.869333  0.997  0.933167
0.448  0.868333  0.997  0.932667
0.449  0.867  0.997  0.932
0.45  0.867  0.997  0.932
0.451  0.866  0.997  0.9315
0.452  0.865667  0.997333  0.9315
0.453  0.863  0.997333  0.930167
0.454  0.861667  0.997333  0.9295
0.455  0.859667  0.997667  0.928667
0.456  0.858  0.997667  0.927833
0.457  0.856  0.997667  0.926833
0.458  0.854  0.997667  0.925833
0.459  0.852667  0.997667  0.925167
0.46  0.852  0.997667  0.924833
0.461  0.851333  0.997667  0.9245
0.462  0.848  0.997667  0.922833
0.463  0.846667  0.997667  0.922167
0.464  0.845  0.997667  0.921333
0.465  0.844667  0.997667  0.921167
0.466  0.842333  0.997667  0.92
0.467  0.839333  0.997667  0.9185
0.468  0.837667  0.997667  0.917667
0.469  0.836  0.997667  0.916833
0.47  0.834333  0.997667  0.916
0.471  0.833  0.997667  0.915333
0.472  0.831667  0.997667  0.914667
0.473  0.829  0.997667  0.913333
0.474  0.828  0.997667  0.912833
0.475  0.825333  0.998  0.911667
0.476  0.824  0.998  0.911
0.477  0.822333  0.998  0.910167
0.478  0.821333  0.998  0.909667
0.479  0.819667  0.998  0.908833
0.48  0.818  0.998  0.908
0.481  0.816333  0.998  0.907167
0.482  0.814667  0.998  0.906333
0.483  0.813333  0.998  0.905667
0.484  0.811667  0.998  0.904833
0.485  0.81  0.998  0.904
0.486  0.808333  0.998  0.903167
0.487  0.806667  0.998  0.902333
0.488  0.806  0.998333  0.902167
0.489  0.804333  0.999  0.901667
0.49  0.803  0.999  0.901
0.491  0.801667  0.999  0.900333
0.492  0.8  0.999  0.8995
0.493  0.799  0.999  0.899
0.494  0.797667  0.999  0.898333
0.495  0.797333  0.999  0.898167
0.496  0.796667  0.999  0.897833
0.497  0.795  0.999  0.897
0.498  0.792333  0.999  0.895667
0.499  0.792  0.999  0.8955
0.5  0.790333  0.999  0.894667
0.501  0.788333  0.999  0.893667
0.502  0.786667  0.999  0.892833
0.503  0.784  0.999  0.8915
0.504  0.780333  0.999  0.889667
0.505  0.776333  0.999  0.887667
0.506  0.775333  0.999  0.887167
0.507  0.773667  0.999  0.886333
0.508  0.772333  0.999333  0.885833
0.509  0.771333  0.999333  0.885333
0.51  0.769667  0.999333  0.8845
0.511  0.767333  0.999333  0.883333
0.512  0.767  0.999333  0.883167
0.513  0.764333  0.999333  0.881833
0.514  0.762  0.999333  0.880667
0.515  0.760667  0.999333  0.88
0.516  0.758667  0.999333  0.879
0.517  0.757333  0.999333  0.878333
0.518  0.755667  0.999333  0.8775
0.519  0.754  0.999333  0.876667
0.52  0.750667  0.999333  0.875
0.521  0.749333  0.999333  0.874333
0.522  0.747333  0.999667  0.8735
0.523  0.745333  0.999667  0.8725
0.524  0.743  0.999667  0.871333
0.525  0.742333  0.999667  0.871
0.526  0.739667  0.999667  0.869667
0.527  0.736667  0.999667  0.868167
0.528  0.734  0.999667  0.866833
0.529  0.733667  0.999667  0.866667
0.53  0.732  0.999667  0.865833
0.531  0.729333  0.999667  0.8645
0.532  0.727333  0.999667  0.8635
0.533  0.725  0.999667  0.862333
0.534  0.722667  0.999667  0.861167
0.535  0.720667  0.999667  0.860167
0.536  0.717  0.999667  0.858333
0.537  0.715333  0.999667  0.8575
0.538  0.714333  0.999667  0.857
0.539  0.712667  0.999667  0.856167
0.54  0.711333  0.999667  0.8555
0.541  0.709333  0.999667  0.8545
0.542  0.707667  0.999667  0.853667
0.543  0.705333  0.999667  0.8525
0.544  0.704  0.999667  0.851833
0.545  0.700667  0.999667  0.850167
0.546  0.698  0.999667  0.848833
0.547  0.696667  0.999667  0.848167
0.548  0.695  0.999667  0.847333
0.549  0.693667  0.999667  0.846667
0.55  0.690667  0.999667  0.845167
0.551  0.689667  0.999667  0.844667
0.552  0.686667  0.999667  0.843167
0.553  0.685  0.999667  0.842333
0.554  0.682667  0.999667  0.841167
0.555  0.682333  0.999667  0.841
0.556  0.679667  0.999667  0.839667
0.557  0.677333  0.999667  0.8385
0.558  0.675333  0.999667  0.8375
0.559  0.673  0.999667  0.836333
0.56  0.671  0.999667  0.835333
0.561  0.667333  0.999667  0.8335
0.562  0.664667  0.999667  0.832167
0.563  0.663333  0.999667  0.8315
0.564  0.659333  0.999667  0.8295
0.565  0.657333  0.999667  0.8285
0.566  0.657  0.999667  0.828333
0.567  0.655333  0.999667  0.8275
0.568  0.653  0.999667  0.826333
0.569  0.650333  0.999667  0.825
0.57  0.647333  0.999667  0.8235
0.571  0.644333  0.999667  0.822
0.572  0.64  0.999667  0.819833
0.573  0.638  0.999667  0.818833
0.574  0.634667  0.999667  0.817167
0.575  0.631333  0.999667  0.8155
0.576  0.628667  0.999667  0.814167
0.577  0.626  0.999667  0.812833
0.578  0.623667  0.999667  0.811667
0.579  0.622  0.999667  0.810833
0.58  0.620333  0.999667  0.81
0.581  0.617667  1  0.808833
0.582  0.616  1  0.808
0.583  0.613667  1  0.806833
0.584  0.611333  1  0.805667
0.585  0.608333  1  0.804167
0.586  0.606  1  0.803
0.587  0.603333  1  0.801667
0.588  0.600667  1  0.800333
0.589  0.598333  1  0.799167
0.59  0.595667  1  0.797833
0.591  0.591667  1  0.795833
0.592  0.588333  1  0.794167
0.593  0.586333  1  0.793167
0.594  0.583  1  0.7915
0.595  0.579  1  0.7895
0.596  0.576333  1  0.788167
0.597  0.575  1  0.7875
0.598  0.573  1  0.7865
0.599  0.571333  1  0.785667
0.6  0.569667  1  0.784833
0.601  0.567667  1  0.783833
0.602  0.564333  1  0.782167
0.603  0.561667  1  0.780833
0.604  0.559667  1  0.779833
0.605  0.557333  1  0.778667
0.606  0.553  1  0.7765
0.607  0.551333  1  0.775667
0.608  0.549667  1  0.774833
0.609  0.546333  1  0.773167
0.61  0.544333  1  0.772167
0.611  0.542  1  0.771
0.612  0.538333  1  0.769167
0.613  0.534667  1  0.767333
0.614  0.531667  1  0.765833
0.615  0.528333  1  0.764167
0.616  0.526667  1  0.763333
0.617  0.524667  1  0.762333
0.618  0.522333  1  0.761167
0.619  0.518667  1  0.759333
0.62  0.515333  1  0.757667
0.621  0.513333  1  0.756667
0.622  0.509667  1  0.754833
0.623  0.507  1  0.7535
0.624  0.505  1  0.7525
0.625  0.502  1  0.751
0.626  0.499333  1  0.749667
0.627  0.495333  1  0.747667
0.628  0.491333  1  0.745667
0.629  0.489667  1  0.744833
0.63  0.485333  1  0.742667
0.631  0.482667  1  0.741333
0.632  0.48  1  0.74
0.633  0.476333  1  0.738167
0.634  0.473  1  0.7365
0.635  0.470667  1  0.735333
0.636  0.468667  1  0.734333
0.637  0.465333  1  0.732667
0.638  0.461667  1  0.730833
0.639  0.457  1  0.7285
0.64  0.454333  1  0.727167
0.641  0.451  1  0.7255
0.642  0.448667  1  0.724333
0.643  0.446667  1  0.723333
0.644  0.443  1  0.7215
0.645  0.440667  1  0.720333
0.646  0.438333  1  0.719167
0.647  0.435  1  0.7175
0.648  0.433  1  0.7165
0.649  0.430333  1  0.715167
0.65  0.426  1  0.713
0.651  0.421333  1  0.710667
0.652  0.419  1  0.7095
0.653  0.415333  1  0.707667
0.654  0.412333  1  0.706167
0.655  0.409333  1  0.704667
0.656  0.406333  1  0.703167
0.657  0.402667  1  0.701333
0.658  0.400333  1  0.700167
0.659  0.397667  1  0.698833
0.66  0.395667  1  0.697833
0.661  0.394  1  0.697
0.662  0.392667  1  0.696333
0.663  0.390667  1  0.695333
0.664  0.389333  1  0.694667
0.665  0.386667  1  0.693333
0.666  0.384333  1  0.692167
0.667  0.380333  1  0.690167
0.668  0.377667  1  0.688833
0.669  0.374667  1  0.687333
0.67  0.371667  1  0.685833
0.671  0.368333  1  0.684167
0.672  0.365667  1  0.682833
0.673  0.365  1  0.6825
0.674  0.361667  1  0.680833
0.675  0.359  1  0.6795
0.676  0.356667  1  0.678333
0.677  0.353333  1  0.676667
0.678  0.35  1  0.675
0.679  0.348333  1  0.674167
0.68  0.346  1  0.673
0.681  0.343667  1  0.671833
0.682  0.339667  1  0.669833
0.683  0.338  1  0.669
0.684  0.334  1  0.667
0.685  0.330333  1  0.665167
0.686  0.327  1  0.6635
0.687  0.325  1  0.6625
0.688  0.322  1  0.661
0.689  0.318667  1  0.659333
0.69  0.315  1  0.6575
0.691  0.311  1  0.6555
0.692  0.306667  1  0.653333
0.693  0.304  1  0.652
0.694  0.302667  1  0.651333
0.695  0.3  1  0.65
0.696  0.295333  1  0.647667
0.697  0.291333  1  0.645667
0.698  0.288333  1  0.644167
0.699  0.285  1  0.6425
0.7  0.283  1  0.6415
0.701  0.280333  1  0.640167
0.702  0.279  1  0.6395
0.703  0.275333  1  0.637667
0.704  0.273333  1  0.636667
0.705  0.270667  1  0.635333
0.706  0.269333  1  0.634667
0.707  0.267  1  0.6335
0.708  0.263333  1  0.631667
0.709  0.260333  1  0.630167
0.71  0.258333  1  0.629167
0.711  0.255  1  0.6275
0.712  0.251333  1  0.625667
0.713  0.250333  1  0.625167
0.714  0.247667  1  0.623833
0.715  0.245667  1  0.622833
0.716  0.242667  1  0.621333
0.717  0.241  1  0.6205
0.718  0.239  1  0.6195
0.719  0.237667  1  0.618833
0.72  0.235333  1  0.617667
0.721  0.232333  1  0.616167
0.722  0.231333  1  0.615667
0.723  0.229  1  0.6145
0.724  0.226667  1  0.613333
0.725  0.222333  1  0.611167
0.726  0.220333  1  0.610167
0.727  0.217  1  0.6085
0.728  0.214333  1  0.607167
0.729  0.212667  1  0.606333
0.73  0.209  1  0.6045
0.731  0.207667  1  0.603833
0.732  0.206333  1  0.603167
0.733  0.204333  1  0.602167
0.734  0.202333  1  0.601167
0.735  0.199  1  0.5995
0.736  0.196  1  0.598
0.737  0.193  1  0.5965
0.738  0.190667  1  0.595333
0.739  0.188667  1  0.594333
0.74  0.185333  1  0.592667
0.741  0.182667  1  0.591333
0.742  0.181667  1  0.590833
0.743  0.179667  1  0.589833
0.744  0.177  1  0.5885
0.745  0.174333  1  0.587167
0.746  0.172333  1  0.586167
0.747  0.171333  1  0.585667
0.748  0.168667  1  0.584333
0.749  0.167333  1  0.583667
0.75  0.166  1  0.583
0.751  0.164333  1  0.582167
0.752  0.161  1  0.5805
0.753  0.158  1  0.579
0.754  0.155  1  0.5775
0.755  0.153667  1  0.576833
0.756  0.150333  1  0.575167
0.757  0.148  1  0.574
0.758  0.147333  1  0.573667
0.759  0.145333  1  0.572667
0.76  0.143667  1  0.571833
0.761  0.142333  1  0.571167
0.762  0.140333  1  0.570167
0.763  0.138333  1  0.569167
0.764  0.137  1  0.5685
0.765  0.135  1  0.5675
0.766  0.134333  1  0.567167
0.767  0.132  1  0.566
0.768  0.129667  1  0.564833
0.769  0.127667  1  0.563833
0.77  0.126333  1  0.563167
0.771  0.125667  1  0.562833
0.772  0.124  1  0.562
0.773  0.122333  1  0.561167
0.774  0.121333  1  0.560667
0.775  0.118667  1  0.559333
0.776  0.117  1  0.5585
0.777  0.114667  1  0.557333
0.778  0.112333  1  0.556167
0.779  0.111667  1  0.555833
0.78  0.109667  1  0.554833
0.781  0.106667  1  0.553333
0.782  0.105333  1  0.552667
0.783  0.103667  1  0.551833
0.784  0.102  1  0.551
0.785  0.1  1  0.55
0.786  0.0996667  1  0.549833
0.787  0.0966667  1  0.548333
0.788  0.0946667  1  0.547333
0.789  0.0936667  1  0.546833
0.79  0.0926667  1  0.546333
0.791  0.091  1  0.5455
0.792  0.0896667  1  0.544833
0.793  0.0886667  1  0.544333
0.794  0.0866667  1  0.543333
0.795  0.0863333  1  0.543167
0.796  0.0833333  1  0.541667
0.797  0.0813333  1  0.540667
0.798  0.0806667  1  0.540333
