th   par   nrr   aver
0.788  0.0966667  1  0.548333
0.789  0.095  1  0.5475
0.79  0.094  1  0.547
0.791  0.0916667  1  0.545833
0.792  0.09  1  0.545
0.793  0.0883333  1  0.544167
0.794  0.0873333  1  0.543667
0.795  0.0863333  1  0.543167
0.796  0.0846667  1  0.542333
0.797  0.0833333  1  0.541667
0.798  0.0813333  1  0.540667
0.799  0.0796667  1  0.539833
0.8  0.078  1  0.539
0.801  0.0753333  1  0.537667
0.802  0.0743333  1  0.537167
0.803  0.074  1  0.537
0.804  0.0716667  1  0.535833
0.805  0.0703333  1  0.535167
0.806  0.0686667  1  0.534333
0.807  0.0653333  1  0.532667
0.808  0.0646667  1  0.532333
0.809  0.0643333  1  0.532167
0.81  0.063  1  0.5315
0.811  0.062  1  0.531
0.812  0.061  1  0.5305
0.813  0.0603333  1  0.530167
0.814  0.0586667  1  0.529333
0.815  0.0583333  1  0.529167
0.816  0.0566667  1  0.528333
0.817  0.0556667  1  0.527833
0.818  0.0536667  1  0.526833
0.819  0.0533333  1  0.526667
0.82  0.0526667  1  0.526333
0.821  0.052  1  0.526
0.822  0.051  1  0.5255
0.823  0.0496667  1  0.524833
0.824  0.0493333  1  0.524667
0.825  0.0486667  1  0.524333
0.826  0.0473333  1  0.523667
0.827  0.0466667  1  0.523333
0.828  0.0456667  1  0.522833
0.829  0.044  1  0.522
0.83  0.043  1  0.5215
0.831  0.0423333  1  0.521167
0.832  0.0413333  1  0.520667
0.833  0.0406667  1  0.520333
0.834  0.04  1  0.52
0.835  0.039  1  0.5195
0.836  0.0386667  1  0.519333
0.837  0.0383333  1  0.519167
0.838  0.037  1  0.5185
0.839  0.037  1  0.5185
0.84  0.036  1  0.518
0.841  0.0353333  1  0.517667
0.842  0.035  1  0.5175
0.843  0.034  1  0.517
0.844  0.0326667  1  0.516333
0.845  0.0313333  1  0.515667
0.846  0.0303333  1  0.515167
0.847  0.03  1  0.515
0.848  0.029  1  0.5145
0.849  0.0283333  1  0.514167
0.85  0.027  1  0.5135
0.851  0.027  1  0.5135
0.852  0.0256667  1  0.512833
0.853  0.024  1  0.512
0.854  0.024  1  0.512
0.855  0.0233333  1  0.511667
0.856  0.0226667  1  0.511333
0.857  0.0226667  1  0.511333
0.858  0.0216667  1  0.510833
0.859  0.0213333  1  0.510667
0.86  0.021  1  0.5105
0.861  0.0206667  1  0.510333
0.862  0.0203333  1  0.510167
0.863  0.0196667  1  0.509833
0.864  0.0186667  1  0.509333
0.865  0.0183333  1  0.509167
0.866  0.0176667  1  0.508833
0.867  0.0163333  1  0.508167
0.868  0.0156667  1  0.507833
0.869  0.0156667  1  0.507833
0.87  0.0156667  1  0.507833
0.871  0.0146667  1  0.507333
0.872  0.014  1  0.507
0.873  0.014  1  0.507
0.874  0.013  1  0.5065
0.875  0.0123333  1  0.506167
0.876  0.0123333  1  0.506167
0.877  0.011  1  0.5055
0.878  0.0103333  1  0.505167
0.879  0.0103333  1  0.505167
0.88  0.01  1  0.505
0.881  0.01  1  0.505
0.882  0.00966667  1  0.504833
0.883  0.00933333  1  0.504667
0.884  0.00866667  1  0.504333
0.885  0.00866667  1  0.504333
0.886  0.00866667  1  0.504333
0.887  0.00866667  1  0.504333
0.888  0.00866667  1  0.504333
0.889  0.00833333  1  0.504167
0.89  0.00766667  1  0.503833
0.891  0.00666667  1  0.503333
0.892  0.00666667  1  0.503333
0.893  0.00666667  1  0.503333
0.894  0.00633333  1  0.503167
0.895  0.00633333  1  0.503167
0.896  0.00633333  1  0.503167
0.897  0.00633333  1  0.503167
0.898  0.00566667  1  0.502833
0.899  0.00533333  1  0.502667
0.9  0.00533333  1  0.502667
0.901  0.00533333  1  0.502667
0.902  0.00466667  1  0.502333
0.903  0.00466667  1  0.502333
0.904  0.00433333  1  0.502167
0.905  0.00433333  1  0.502167
0.906  0.00433333  1  0.502167
0.907  0.004  1  0.502
0.908  0.004  1  0.502
0.909  0.004  1  0.502
0.91  0.004  1  0.502
0.911  0.004  1  0.502
0.912  0.00366667  1  0.501833
0.913  0.00366667  1  0.501833
0.914  0.00366667  1  0.501833
0.915  0.00366667  1  0.501833
0.916  0.00366667  1  0.501833
0.917  0.003  1  0.5015
0.918  0.003  1  0.5015
0.919  0.003  1  0.5015
0.92  0.003  1  0.5015
0.921  0.003  1  0.5015
0.922  0.003  1  0.5015
0.923  0.003  1  0.5015
0.924  0.00266667  1  0.501333
0.925  0.00233333  1  0.501167
0.926  0.00233333  1  0.501167
0.927  0.00233333  1  0.501167
0.928  0.002  1  0.501
0.929  0.002  1  0.501
0.93  0.002  1  0.501
0.931  0.002  1  0.501
0.932  0.002  1  0.501
0.933  0.002  1  0.501
0.934  0.002  1  0.501
0.935  0.00166667  1  0.500833
0.936  0.00166667  1  0.500833
0.937  0.00166667  1  0.500833
0.938  0.00166667  1  0.500833
0.939  0.00166667  1  0.500833
0.94  0.00166667  1  0.500833
0.941  0.00166667  1  0.500833
0.942  0.00166667  1  0.500833
0.943  0.00133333  1  0.500667
0.944  0.001  1  0.5005
0.945  0.001  1  0.5005
0.946  0.001  1  0.5005
0.947  0.001  1  0.5005
0.948  0.000666667  1  0.500333
0.949  0.000666667  1  0.500333
0.95  0.000666667  1  0.500333
0.951  0.000666667  1  0.500333
0.952  0.000666667  1  0.500333
0.953  0.000666667  1  0.500333
0.954  0.000666667  1  0.500333
0.955  0.000666667  1  0.500333
0.956  0.000666667  1  0.500333
0.957  0.000666667  1  0.500333
0.958  0.000666667  1  0.500333
0.959  0.000666667  1  0.500333
0.96  0.000666667  1  0.500333
0.961  0.000666667  1  0.500333
0.962  0.000333333  1  0.500167
0.963  0.000333333  1  0.500167
0.964  0.000333333  1  0.500167
0.965  0.000333333  1  0.500167
0.966  0.000333333  1  0.500167
0.967  0.000333333  1  0.500167
0.968  0.000333333  1  0.500167
0.969  0.000333333  1  0.500167
0.97  0.000333333  1  0.500167
0.971  0.000333333  1  0.500167
0.972  0.000333333  1  0.500167
0.973  0.000333333  1  0.500167
0.974  0.000333333  1  0.500167
0.975  0.000333333  1  0.500167
0.976  0.000333333  1  0.500167
0.977  0.000333333  1  0.500167
0.978  0  1  0.5
0.979  0  1  0.5
0.98  0  1  0.5
0.981  0  1  0.5
0.982  0  1  0.5
0.983  0  1  0.5
0.984  0  1  0.5
0.985  0  1  0.5
0.986  0  1  0.5
0.987  0  1  0.5
0.988  0  1  0.5
0.989  0  1  0.5
0.99  0  1  0.5
0.991  0  1  0.5
0.992  0  1  0.5
0.993  0  1  0.5
0.994  0  1  0.5
0.995  0  1  0.5
0.996  0  1  0.5
0.997  0  1  0.5
0.998  0  1  0.5
0.999  0  1  0.5
