th   par   nrr   aver
0.125  0.996  0.759  0.8775
0.126  0.996  0.760333  0.878167
0.127  0.996  0.763  0.8795
0.128  0.996  0.765  0.8805
0.129  0.996  0.767  0.8815
0.13  0.996  0.769667  0.882833
0.131  0.996  0.770333  0.883167
0.132  0.996  0.772667  0.884333
0.133  0.996  0.777  0.8865
0.134  0.996  0.780333  0.888167
0.135  0.996  0.783  0.8895
0.136  0.995667  0.785  0.890333
0.137  0.995333  0.788333  0.891833
0.138  0.995333  0.789667  0.8925
0.139  0.994667  0.791  0.892833
0.14  0.994667  0.794  0.894333
0.141  0.994667  0.795  0.894833
0.142  0.994667  0.796  0.895333
0.143  0.994667  0.797333  0.896
0.144  0.994333  0.798667  0.8965
0.145  0.994333  0.8  0.897167
0.146  0.994333  0.801667  0.898
0.147  0.994333  0.802667  0.8985
0.148  0.994333  0.804333  0.899333
0.149  0.994333  0.805333  0.899833
0.15  0.994  0.808  0.901
0.151  0.994  0.809333  0.901667
0.152  0.994  0.812  0.903
0.153  0.994  0.813667  0.903833
0.154  0.994  0.814667  0.904333
0.155  0.994  0.816333  0.905167
0.156  0.994  0.818667  0.906333
0.157  0.994  0.821  0.9075
0.158  0.993333  0.822667  0.908
0.159  0.993  0.826667  0.909833
0.16  0.993  0.828333  0.910667
0.161  0.993  0.83  0.9115
0.162  0.993  0.833  0.913
0.163  0.993  0.836333  0.914667
0.164  0.993  0.839333  0.916167
0.165  0.992667  0.841333  0.917
0.166  0.992667  0.843  0.917833
0.167  0.992667  0.844667  0.918667
0.168  0.992333  0.846  0.919167
0.169  0.992333  0.847  0.919667
0.17  0.992333  0.848667  0.9205
0.171  0.992  0.850667  0.921333
0.172  0.991333  0.852667  0.922
0.173  0.991  0.853333  0.922167
0.174  0.991  0.854  0.9225
0.175  0.991  0.856  0.9235
0.176  0.991  0.857333  0.924167
0.177  0.990667  0.859333  0.925
0.178  0.990667  0.861  0.925833
0.179  0.989667  0.863  0.926333
0.18  0.989667  0.865667  0.927667
0.181  0.989333  0.866667  0.928
0.182  0.989333  0.869333  0.929333
0.183  0.989333  0.871  0.930167
0.184  0.989333  0.872  0.930667
0.185  0.989  0.873667  0.931333
0.186  0.989  0.875  0.932
0.187  0.988667  0.876  0.932333
0.188  0.988667  0.877333  0.933
0.189  0.988667  0.878667  0.933667
0.19  0.988667  0.882333  0.9355
0.191  0.988667  0.882667  0.935667
0.192  0.988333  0.887  0.937667
0.193  0.988333  0.887333  0.937833
0.194  0.988  0.888  0.938
0.195  0.987  0.889  0.938
0.196  0.986667  0.890333  0.9385
0.197  0.986333  0.892  0.939167
0.198  0.986333  0.892667  0.9395
0.199  0.986333  0.895333  0.940833
0.2  0.986333  0.897  0.941667
0.201  0.986  0.898667  0.942333
0.202  0.986  0.899667  0.942833
0.203  0.986  0.900667  0.943333
0.204  0.986  0.902  0.944
0.205  0.986  0.903667  0.944833
0.206  0.985667  0.905667  0.945667
0.207  0.985333  0.906667  0.946
0.208  0.985333  0.908667  0.947
0.209  0.985333  0.909333  0.947333
0.21  0.985333  0.909667  0.9475
0.211  0.985333  0.911  0.948167
0.212  0.985333  0.911667  0.9485
0.213  0.985333  0.913  0.949167
0.214  0.985333  0.913333  0.949333
0.215  0.984667  0.914  0.949333
0.216  0.984667  0.915333  0.95
0.217  0.984667  0.917  0.950833
0.218  0.984667  0.918667  0.951667
0.219  0.984333  0.919333  0.951833
0.22  0.984333  0.921333  0.952833
0.221  0.984333  0.922333  0.953333
0.222  0.984333  0.923  0.953667
0.223  0.984333  0.923333  0.953833
0.224  0.984333  0.923333  0.953833
0.225  0.984333  0.923333  0.953833
0.226  0.984333  0.924333  0.954333
0.227  0.983667  0.924667  0.954167
0.228  0.983667  0.925667  0.954667
0.229  0.983667  0.927667  0.955667
0.23  0.983667  0.928667  0.956167
0.231  0.983  0.928667  0.955833
0.232  0.982667  0.929333  0.956
0.233  0.982667  0.929667  0.956167
0.234  0.982  0.930667  0.956333
0.235  0.981667  0.932  0.956833
0.236  0.981333  0.933  0.957167
0.237  0.981  0.934333  0.957667
0.238  0.980667  0.935667  0.958167
0.239  0.980667  0.936  0.958333
0.24  0.980333  0.936333  0.958333
0.241  0.980333  0.936333  0.958333
0.242  0.979667  0.937667  0.958667
0.243  0.979667  0.938  0.958833
0.244  0.979333  0.938333  0.958833
0.245  0.979  0.938667  0.958833
0.246  0.979  0.940667  0.959833
0.247  0.978667  0.941667  0.960167
0.248  0.978667  0.941667  0.960167
0.249  0.978667  0.942333  0.9605
0.25  0.978  0.943  0.9605
0.251  0.977667  0.943333  0.9605
0.252  0.977667  0.944  0.960833
0.253  0.977667  0.945333  0.9615
0.254  0.977333  0.947  0.962167
0.255  0.977333  0.947333  0.962333
0.256  0.977333  0.948333  0.962833
0.257  0.977333  0.948667  0.963
0.258  0.977333  0.950667  0.964
0.259  0.977333  0.952  0.964667
0.26  0.977333  0.952667  0.965
0.261  0.977333  0.953  0.965167
0.262  0.977  0.953  0.965
0.263  0.976667  0.953333  0.965
0.264  0.976667  0.954333  0.9655
0.265  0.976667  0.955333  0.966
0.266  0.976667  0.955667  0.966167
0.267  0.976667  0.956  0.966333
0.268  0.976333  0.956333  0.966333
0.269  0.976  0.957  0.9665
0.27  0.976  0.957333  0.966667
0.271  0.976  0.957667  0.966833
0.272  0.975667  0.959  0.967333
0.273  0.975667  0.959667  0.967667
0.274  0.975667  0.960333  0.968
0.275  0.975667  0.960333  0.968
0.276  0.975  0.960333  0.967667
0.277  0.975  0.960333  0.967667
0.278  0.974333  0.960333  0.967333
0.279  0.973667  0.961333  0.9675
0.28  0.973667  0.961667  0.967667
0.281  0.973333  0.961667  0.9675
0.282  0.973333  0.962  0.967667
0.283  0.973333  0.963  0.968167
0.284  0.973333  0.963333  0.968333
0.285  0.973333  0.964  0.968667
0.286  0.973333  0.965  0.969167
0.287  0.973333  0.965333  0.969333
0.288  0.973  0.965333  0.969167
0.289  0.972333  0.967  0.969667
0.29  0.972  0.967  0.9695
0.291  0.971333  0.967333  0.969333
0.292  0.971  0.967333  0.969167
0.293  0.970333  0.967333  0.968833
0.294  0.97  0.967333  0.968667
0.295  0.97  0.967667  0.968833
0.296  0.969  0.967667  0.968333
0.297  0.968333  0.968667  0.9685
0.298  0.967667  0.968667  0.968167
0.299  0.967667  0.969333  0.9685
0.3  0.967667  0.97  0.968833
0.301  0.967667  0.97  0.968833
0.302  0.967  0.970667  0.968833
0.303  0.966  0.971  0.9685
0.304  0.965667  0.971333  0.9685
0.305  0.965333  0.971667  0.9685
0.306  0.965333  0.972333  0.968833
0.307  0.965  0.972333  0.968667
0.308  0.964667  0.972667  0.968667
0.309  0.964333  0.973333  0.968833
0.31  0.964333  0.973333  0.968833
0.311  0.963667  0.974333  0.969
0.312  0.963667  0.974667  0.969167
0.313  0.963333  0.975667  0.9695
0.314  0.962667  0.976333  0.9695
0.315  0.962667  0.977  0.969833
0.316  0.962333  0.977667  0.97
0.317  0.962  0.978  0.97
0.318  0.962  0.978333  0.970167
0.319  0.961667  0.978333  0.97
0.32  0.961333  0.979333  0.970333
0.321  0.961  0.979667  0.970333
0.322  0.960667  0.979667  0.970167
0.323  0.96  0.980333  0.970167
0.324  0.959  0.980333  0.969667
0.325  0.958667  0.980667  0.969667
0.326  0.958333  0.981  0.969667
0.327  0.958  0.981333  0.969667
0.328  0.957667  0.981333  0.9695
0.329  0.957333  0.981333  0.969333
0.33  0.956667  0.981667  0.969167
0.331  0.956667  0.981667  0.969167
0.332  0.956667  0.982  0.969333
0.333  0.956667  0.982333  0.9695
0.334  0.956  0.982667  0.969333
0.335  0.955333  0.982667  0.969
0.336  0.955  0.983333  0.969167
0.337  0.953667  0.984  0.968833
0.338  0.953333  0.984  0.968667
0.339  0.953  0.984333  0.968667
0.34  0.952333  0.984667  0.9685
0.341  0.952  0.985333  0.968667
0.342  0.951333  0.985333  0.968333
0.343  0.951  0.985333  0.968167
0.344  0.950333  0.986  0.968167
0.345  0.949  0.986333  0.967667
0.346  0.949  0.986667  0.967833
0.347  0.949  0.986667  0.967833
0.348  0.948  0.987333  0.967667
0.349  0.947  0.987333  0.967167
0.35  0.945667  0.987667  0.966667
0.351  0.945333  0.988  0.966667
0.352  0.944  0.988  0.966
0.353  0.944  0.988  0.966
0.354  0.943333  0.988  0.965667
0.355  0.942667  0.988  0.965333
0.356  0.942  0.988  0.965
0.357  0.941667  0.989  0.965333
0.358  0.94  0.989  0.9645
0.359  0.939  0.989  0.964
0.36  0.938333  0.989  0.963667
0.361  0.938333  0.989  0.963667
0.362  0.938  0.989333  0.963667
0.363  0.938  0.989333  0.963667
0.364  0.937  0.989667  0.963333
0.365  0.936667  0.989667  0.963167
0.366  0.935667  0.99  0.962833
0.367  0.935  0.990333  0.962667
0.368  0.934667  0.990667  0.962667
0.369  0.934  0.991  0.9625
0.37  0.932667  0.991  0.961833
0.371  0.932333  0.991  0.961667
0.372  0.932  0.991333  0.961667
0.373  0.931667  0.991333  0.9615
0.374  0.930667  0.992  0.961333
0.375  0.929667  0.992  0.960833
0.376  0.929  0.992  0.9605
0.377  0.928667  0.992  0.960333
0.378  0.927667  0.992  0.959833
0.379  0.927333  0.992  0.959667
0.38  0.926  0.992  0.959
0.381  0.925  0.992  0.9585
0.382  0.924667  0.992  0.958333
0.383  0.923667  0.992  0.957833
0.384  0.922667  0.992333  0.9575
0.385  0.922  0.992333  0.957167
0.386  0.921667  0.992333  0.957
0.387  0.921333  0.993  0.957167
0.388  0.92  0.993333  0.956667
0.389  0.92  0.993667  0.956833
0.39  0.919667  0.993667  0.956667
0.391  0.919  0.993667  0.956333
0.392  0.918  0.993667  0.955833
0.393  0.916333  0.993667  0.955
0.394  0.915667  0.993667  0.954667
0.395  0.915  0.993667  0.954333
0.396  0.914667  0.994  0.954333
0.397  0.913667  0.994  0.953833
0.398  0.913333  0.994333  0.953833
0.399  0.912333  0.994333  0.953333
0.4  0.911667  0.994333  0.953
0.401  0.911667  0.994333  0.953
0.402  0.911333  0.994333  0.952833
0.403  0.910667  0.994333  0.9525
0.404  0.909333  0.994333  0.951833
0.405  0.906667  0.994333  0.9505
0.406  0.906333  0.994333  0.950333
0.407  0.906  0.994333  0.950167
0.408  0.904333  0.994667  0.9495
0.409  0.903  0.994667  0.948833
0.41  0.902667  0.994667  0.948667
0.411  0.901667  0.995667  0.948667
0.412  0.901667  0.995667  0.948667
0.413  0.9  0.996  0.948
0.414  0.899667  0.996  0.947833
0.415  0.899333  0.996  0.947667
0.416  0.898667  0.996  0.947333
0.417  0.897333  0.996333  0.946833
0.418  0.896667  0.996333  0.9465
0.419  0.896333  0.996333  0.946333
0.42  0.895333  0.996333  0.945833
0.421  0.894667  0.996333  0.9455
0.422  0.893667  0.996333  0.945
0.423  0.893  0.996333  0.944667
0.424  0.892333  0.996333  0.944333
0.425  0.891667  0.996333  0.944
0.426  0.891  0.996333  0.943667
0.427  0.889  0.996333  0.942667
0.428  0.888  0.996333  0.942167
0.429  0.887  0.996333  0.941667
0.43  0.885667  0.996333  0.941
0.431  0.884667  0.996333  0.9405
0.432  0.884  0.996333  0.940167
0.433  0.881667  0.996333  0.939
0.434  0.880667  0.996333  0.9385
0.435  0.88  0.996333  0.938167
0.436  0.879  0.996333  0.937667
0.437  0.878  0.996333  0.937167
0.438  0.876667  0.996333  0.9365
0.439  0.875667  0.996333  0.936
0.44  0.874333  0.996333  0.935333
0.441  0.873667  0.996333  0.935
0.442  0.873333  0.996333  0.934833
0.443  0.871667  0.996667  0.934167
0.444  0.868667  0.996667  0.932667
0.445  0.867667  0.997  0.932333
0.446  0.866333  0.997  0.931667
0.447  0.864333  0.997  0.930667
0.448  0.862667  0.997  0.929833
0.449  0.861333  0.997333  0.929333
0.45  0.86  0.997333  0.928667
0.451  0.858  0.997333  0.927667
0.452  0.857667  0.997333  0.9275
0.453  0.855333  0.997333  0.926333
0.454  0.855333  0.997333  0.926333
0.455  0.854667  0.997333  0.926
0.456  0.853  0.997667  0.925333
0.457  0.850667  0.997667  0.924167
0.458  0.849667  0.997667  0.923667
0.459  0.848333  0.997667  0.923
0.46  0.847  0.997667  0.922333
0.461  0.845  0.997667  0.921333
0.462  0.844333  0.997667  0.921
0.463  0.843333  0.997667  0.9205
0.464  0.842333  0.998  0.920167
0.465  0.841333  0.998  0.919667
0.466  0.840333  0.998  0.919167
0.467  0.839  0.998  0.9185
0.468  0.837333  0.998333  0.917833
0.469  0.836333  0.998333  0.917333
0.47  0.835333  0.998333  0.916833
0.471  0.834  0.998333  0.916167
0.472  0.832667  0.998333  0.9155
0.473  0.830667  0.998333  0.9145
0.474  0.829667  0.998333  0.914
0.475  0.827667  0.998333  0.913
0.476  0.826333  0.998333  0.912333
0.477  0.825667  0.998333  0.912
0.478  0.824  0.998333  0.911167
0.479  0.822333  0.998333  0.910333
0.48  0.819333  0.998333  0.908833
0.481  0.817667  0.998333  0.908
0.482  0.815  0.998333  0.906667
0.483  0.813667  0.998333  0.906
0.484  0.813333  0.998333  0.905833
0.485  0.812667  0.998333  0.9055
0.486  0.811667  0.998333  0.905
0.487  0.810333  0.998333  0.904333
0.488  0.809333  0.998667  0.904
0.489  0.807667  0.998667  0.903167
0.49  0.806  0.998667  0.902333
0.491  0.803333  0.998667  0.901
0.492  0.802333  0.998667  0.9005
0.493  0.801333  0.998667  0.9
0.494  0.8  0.998667  0.899333
0.495  0.796667  0.998667  0.897667
0.496  0.796333  0.998667  0.8975
0.497  0.793667  0.998667  0.896167
0.498  0.792  0.998667  0.895333
0.499  0.790667  0.998667  0.894667
0.5  0.79  0.998667  0.894333
0.501  0.789  0.998667  0.893833
0.502  0.787667  0.999  0.893333
0.503  0.786  0.999  0.8925
0.504  0.784333  0.999  0.891667
0.505  0.782667  0.999  0.890833
0.506  0.779  0.999  0.889
0.507  0.777  0.999  0.888
0.508  0.775333  0.999  0.887167
0.509  0.773  0.999  0.886
0.51  0.772  0.999  0.8855
0.511  0.769667  0.999  0.884333
0.512  0.769333  0.999  0.884167
0.513  0.768  0.999  0.8835
0.514  0.766667  0.999  0.882833
0.515  0.765  0.999667  0.882333
0.516  0.762333  0.999667  0.881
0.517  0.762333  0.999667  0.881
0.518  0.759333  0.999667  0.8795
0.519  0.757333  0.999667  0.8785
0.52  0.754333  0.999667  0.877
0.521  0.752  0.999667  0.875833
0.522  0.750333  0.999667  0.875
0.523  0.749333  0.999667  0.8745
0.524  0.747667  0.999667  0.873667
0.525  0.745333  0.999667  0.8725
0.526  0.742667  0.999667  0.871167
0.527  0.740667  0.999667  0.870167
0.528  0.738667  0.999667  0.869167
0.529  0.735667  0.999667  0.867667
0.53  0.734  0.999667  0.866833
0.531  0.733  0.999667  0.866333
0.532  0.731  0.999667  0.865333
0.533  0.730333  0.999667  0.865
0.534  0.727333  0.999667  0.8635
0.535  0.724333  0.999667  0.862
0.536  0.722  0.999667  0.860833
0.537  0.72  0.999667  0.859833
0.538  0.717667  0.999667  0.858667
0.539  0.716333  0.999667  0.858
0.54  0.714  0.999667  0.856833
0.541  0.711667  0.999667  0.855667
0.542  0.711  0.999667  0.855333
0.543  0.709667  0.999667  0.854667
0.544  0.707  0.999667  0.853333
0.545  0.705667  0.999667  0.852667
0.546  0.703333  0.999667  0.8515
0.547  0.701  0.999667  0.850333
0.548  0.697667  0.999667  0.848667
0.549  0.696  0.999667  0.847833
0.55  0.694  0.999667  0.846833
0.551  0.690667  0.999667  0.845167
0.552  0.686667  0.999667  0.843167
0.553  0.683667  0.999667  0.841667
0.554  0.681  0.999667  0.840333
0.555  0.678667  0.999667  0.839167
0.556  0.677667  0.999667  0.838667
0.557  0.675  0.999667  0.837333
0.558  0.672333  0.999667  0.836
0.559  0.67  0.999667  0.834833
0.56  0.667333  0.999667  0.8335
0.561  0.665  0.999667  0.832333
0.562  0.661667  0.999667  0.830667
0.563  0.659333  0.999667  0.8295
0.564  0.655  0.999667  0.827333
0.565  0.653333  0.999667  0.8265
0.566  0.650667  0.999667  0.825167
0.567  0.647  0.999667  0.823333
0.568  0.645  0.999667  0.822333
0.569  0.643  0.999667  0.821333
0.57  0.639667  0.999667  0.819667
0.571  0.636333  0.999667  0.818
0.572  0.633333  0.999667  0.8165
0.573  0.631333  0.999667  0.8155
0.574  0.63  0.999667  0.814833
0.575  0.626333  0.999667  0.813
0.576  0.625  0.999667  0.812333
0.577  0.622333  0.999667  0.811
0.578  0.619  0.999667  0.809333
0.579  0.616333  0.999667  0.808
0.58  0.613  0.999667  0.806333
0.581  0.610333  0.999667  0.805
0.582  0.607667  0.999667  0.803667
0.583  0.605  0.999667  0.802333
0.584  0.602333  0.999667  0.801
0.585  0.598333  0.999667  0.799
0.586  0.595  0.999667  0.797333
0.587  0.591  0.999667  0.795333
0.588  0.588333  0.999667  0.794
0.589  0.585333  0.999667  0.7925
0.59  0.583  0.999667  0.791333
0.591  0.579667  0.999667  0.789667
0.592  0.576  0.999667  0.787833
0.593  0.574  0.999667  0.786833
0.594  0.570333  0.999667  0.785
0.595  0.567333  0.999667  0.7835
0.596  0.565  0.999667  0.782333
0.597  0.562667  0.999667  0.781167
0.598  0.559333  0.999667  0.7795
0.599  0.558  0.999667  0.778833
0.6  0.555333  0.999667  0.7775
0.601  0.551  0.999667  0.775333
0.602  0.548667  0.999667  0.774167
0.603  0.546667  0.999667  0.773167
0.604  0.542667  0.999667  0.771167
0.605  0.540667  0.999667  0.770167
0.606  0.537667  0.999667  0.768667
0.607  0.536  0.999667  0.767833
0.608  0.532333  0.999667  0.766
0.609  0.529333  0.999667  0.7645
0.61  0.526667  0.999667  0.763167
0.611  0.524667  0.999667  0.762167
0.612  0.521333  0.999667  0.7605
0.613  0.517333  0.999667  0.7585
0.614  0.514  0.999667  0.756833
0.615  0.512667  0.999667  0.756167
0.616  0.509333  0.999667  0.7545
0.617  0.507  0.999667  0.753333
0.618  0.502  0.999667  0.750833
0.619  0.499  0.999667  0.749333
0.62  0.494333  0.999667  0.747
0.621  0.491667  0.999667  0.745667
0.622  0.49  0.999667  0.744833
0.623  0.487333  0.999667  0.7435
0.624  0.485333  0.999667  0.7425
0.625  0.483333  0.999667  0.7415
0.626  0.480333  0.999667  0.74
0.627  0.477333  0.999667  0.7385
0.628  0.473  0.999667  0.736333
0.629  0.469667  0.999667  0.734667
0.63  0.466667  0.999667  0.733167
0.631  0.463333  0.999667  0.7315
0.632  0.461  0.999667  0.730333
0.633  0.458667  0.999667  0.729167
0.634  0.456333  0.999667  0.728
0.635  0.454667  0.999667  0.727167
0.636  0.450667  0.999667  0.725167
0.637  0.447667  0.999667  0.723667
0.638  0.445667  0.999667  0.722667
0.639  0.444333  0.999667  0.722
0.64  0.442  0.999667  0.720833
0.641  0.438667  0.999667  0.719167
0.642  0.435  0.999667  0.717333
0.643  0.431  0.999667  0.715333
0.644  0.428  0.999667  0.713833
0.645  0.427  0.999667  0.713333
0.646  0.422333  0.999667  0.711
0.647  0.418667  0.999667  0.709167
0.648  0.415667  0.999667  0.707667
0.649  0.412667  0.999667  0.706167
0.65  0.410333  0.999667  0.705
0.651  0.408  1  0.704
0.652  0.405667  1  0.702833
0.653  0.403  1  0.7015
0.654  0.399  1  0.6995
0.655  0.395667  1  0.697833
0.656  0.392667  1  0.696333
0.657  0.389333  1  0.694667
0.658  0.385667  1  0.692833
0.659  0.384333  1  0.692167
0.66  0.379667  1  0.689833
0.661  0.377667  1  0.688833
0.662  0.376  1  0.688
0.663  0.373333  1  0.686667
0.664  0.370333  1  0.685167
0.665  0.367667  1  0.683833
0.666  0.364  1  0.682
0.667  0.361667  1  0.680833
0.668  0.359333  1  0.679667
0.669  0.355667  1  0.677833
0.67  0.352  1  0.676
0.671  0.349333  1  0.674667
0.672  0.346  1  0.673
0.673  0.342667  1  0.671333
0.674  0.34  1  0.67
0.675  0.337667  1  0.668833
0.676  0.334333  1  0.667167
0.677  0.331333  1  0.665667
0.678  0.328667  1  0.664333
0.679  0.325667  1  0.662833
0.68  0.324  1  0.662
0.681  0.321  1  0.6605
0.682  0.318667  1  0.659333
0.683  0.316667  1  0.658333
0.684  0.314667  1  0.657333
0.685  0.312667  1  0.656333
0.686  0.309333  1  0.654667
0.687  0.305  1  0.6525
0.688  0.302667  1  0.651333
0.689  0.301  1  0.6505
0.69  0.299667  1  0.649833
0.691  0.295333  1  0.647667
0.692  0.292  1  0.646
0.693  0.289667  1  0.644833
0.694  0.288  1  0.644
0.695  0.283667  1  0.641833
0.696  0.281667  1  0.640833
0.697  0.280333  1  0.640167
0.698  0.277667  1  0.638833
0.699  0.275333  1  0.637667
0.7  0.273333  1  0.636667
0.701  0.271333  1  0.635667
0.702  0.268  1  0.634
0.703  0.265  1  0.6325
0.704  0.261333  1  0.630667
0.705  0.260333  1  0.630167
0.706  0.258  1  0.629
0.707  0.256333  1  0.628167
0.708  0.255333  1  0.627667
0.709  0.254  1  0.627
0.71  0.251667  1  0.625833
0.711  0.249  1  0.6245
0.712  0.246  1  0.623
0.713  0.243667  1  0.621833
0.714  0.24  1  0.62
0.715  0.237333  1  0.618667
0.716  0.235333  1  0.617667
0.717  0.232667  1  0.616333
0.718  0.229  1  0.6145
0.719  0.226667  1  0.613333
0.72  0.226  1  0.613
0.721  0.224667  1  0.612333
0.722  0.222  1  0.611
0.723  0.219333  1  0.609667
0.724  0.216667  1  0.608333
0.725  0.216  1  0.608
0.726  0.215333  1  0.607667
0.727  0.213  1  0.6065
0.728  0.210667  1  0.605333
0.729  0.208667  1  0.604333
0.73  0.206667  1  0.603333
0.731  0.203333  1  0.601667
0.732  0.201  1  0.6005
0.733  0.199333  1  0.599667
0.734  0.197  1  0.5985
0.735  0.193  1  0.5965
0.736  0.190333  1  0.595167
0.737  0.187333  1  0.593667
0.738  0.185667  1  0.592833
0.739  0.184  1  0.592
0.74  0.182333  1  0.591167
0.741  0.18  1  0.59
0.742  0.178333  1  0.589167
0.743  0.176333  1  0.588167
0.744  0.172667  1  0.586333
0.745  0.170667  1  0.585333
0.746  0.167  1  0.5835
0.747  0.164667  1  0.582333
0.748  0.162333  1  0.581167
0.749  0.16  1  0.58
0.75  0.159  1  0.5795
0.751  0.158  1  0.579
0.752  0.154333  1  0.577167
0.753  0.152  1  0.576
0.754  0.149667  1  0.574833
0.755  0.148  1  0.574
0.756  0.145  1  0.5725
0.757  0.143  1  0.5715
0.758  0.14  1  0.57
0.759  0.138333  1  0.569167
0.76  0.136333  1  0.568167
0.761  0.135333  1  0.567667
0.762  0.133333  1  0.566667
0.763  0.13  1  0.565
0.764  0.128667  1  0.564333
0.765  0.127333  1  0.563667
0.766  0.126333  1  0.563167
0.767  0.125333  1  0.562667
0.768  0.123333  1  0.561667
0.769  0.122667  1  0.561333
0.77  0.121667  1  0.560833
0.771  0.12  1  0.56
0.772  0.117333  1  0.558667
0.773  0.115667  1  0.557833
0.774  0.113667  1  0.556833
0.775  0.113333  1  0.556667
0.776  0.112  1  0.556
0.777  0.110667  1  0.555333
0.778  0.109333  1  0.554667
0.779  0.107333  1  0.553667
0.78  0.105333  1  0.552667
0.781  0.104667  1  0.552333
0.782  0.102  1  0.551
0.783  0.101  1  0.5505
0.784  0.0996667  1  0.549833
0.785  0.099  1  0.5495
0.786  0.098  1  0.549
0.787  0.0973333  1  0.548667
